Tset	Date	Twet	Load	Hour(s)	TimeStamp(s)
15.11	12/13/2011 15:00	3.70	58.2	54000	1323788400
15.11	12/13/2011 16:00	2.20	58.2	57600	1323792000
15.11	12/13/2011 17:00	1.90	58.2	61200	1323795600
15.11	12/13/2011 18:00	0.90	58.2	64800	1323799200
15.11	12/13/2011 19:00	0.10	58.2	68400	1323802800
15.11	12/13/2011 20:00	0.30	746.9	72000	1323806400
15.11	12/13/2011 21:00	1.20	58.2	75600	1323810000
15.11	12/13/2011 22:00	0.00	407.4	79200	1323813600
15.11	12/13/2011 23:00	-0.70	417.1	82800	1323817200
15.11	12/14/2011 0:00	-0.80	436.5	0	1323820800
15.11	12/14/2011 1:00	0.10	417.1	3600	1323824400
15.11	12/14/2011 2:00	0.00	58.2	7200	1323828000
15.11	12/14/2011 3:00	-0.50	58.2	10800	1323831600
15.11	12/14/2011 4:00	-0.30	58.2	14400	1323835200
15.11	12/14/2011 5:00	0.70	58.2	18000	1323838800
15.11	12/14/2011 6:00	0.50	58.2	21600	1323842400
15.11	12/14/2011 7:00	1.70	58.2	25200	1323846000
15.11	12/14/2011 8:00	3.20	58.2	28800	1323849600
15.11	12/14/2011 9:00	4.60	58.2	32400	1323853200
15.11	12/14/2011 10:00	5.10	58.2	36000	1323856800
15.11	12/14/2011 11:00	5.60	58.2	39600	1323860400
15.11	12/14/2011 12:00	6.10	58.2	43200	1323864000
15.11	12/14/2011 13:00	6.10	620.8	46800	1323867600
15.11	12/14/2011 14:00	5.80	58.2	50400	1323871200
15.11	12/14/2011 15:00	5.50	58.2	54000	1323874800
15.11	12/14/2011 16:00	5.20	436.5	57600	1323878400
15.11	12/14/2011 17:00	5.20	601.4	61200	1323882000
15.11	12/14/2011 18:00	5.20	601.4	64800	1323885600
15.11	12/14/2011 19:00	5.20	58.2	68400	1323889200
15.11	12/14/2011 20:00	4.90	58.2	72000	1323892800
15.11	12/14/2011 21:00	5.10	58.2	75600	1323896400
15.11	12/14/2011 22:00	5.40	58.2	79200	1323900000
15.11	12/14/2011 23:00	4.90	58.2	82800	1323903600
15.11	12/15/2011 0:00	4.40	58.2	0	1323907200
15.11	12/15/2011 1:00	4.10	58.2	3600	1323910800
15.11	12/15/2011 2:00	4.30	58.2	7200	1323914400
15.11	12/15/2011 3:00	5.30	58.2	10800	1323918000
15.11	12/15/2011 4:00	5.50	58.2	14400	1323921600
15.11	12/15/2011 5:00	5.50	58.2	18000	1323925200
15.11	12/15/2011 6:00	5.00	58.2	21600	1323928800
15.11	12/15/2011 7:00	5.10	58.2	25200	1323932400
15.11	12/15/2011 8:00	6.10	58.2	28800	1323936000
15.11	12/15/2011 9:00	7.70	58.2	32400	1323939600
15.11	12/15/2011 10:00	9.00	58.2	36000	1323943200
15.11	12/15/2011 11:00	10.00	58.2	39600	1323946800
15.11	12/15/2011 12:00	11.00	58.2	43200	1323950400
15.11	12/15/2011 13:00	11.20	58.2	46800	1323954000
15.11	12/15/2011 14:00	11.70	58.2	50400	1323957600
15.11	12/15/2011 15:00	11.70	58.2	54000	1323961200
15.11	12/15/2011 16:00	12.00	58.2	57600	1323964800
15.11	12/15/2011 17:00	12.50	58.2	61200	1323968400
15.11	12/15/2011 18:00	12.50	58.2	64800	1323972000
15.11	12/15/2011 19:00	12.50	58.2	68400	1323975600
15.11	12/15/2011 20:00	12.70	58.2	72000	1323979200
15.11	12/15/2011 21:00	12.50	58.2	75600	1323982800
15.11	12/15/2011 22:00	12.50	58.2	79200	1323986400
15.11	12/15/2011 23:00	12.50	58.2	82800	1323990000
15.11	12/16/2011 0:00	12.30	58.2	0	1323993600
15.11	12/16/2011 1:00	11.80	58.2	3600	1323997200
15.11	12/16/2011 2:00	11.80	58.2	7200	1324000800
15.11	12/16/2011 3:00	9.30	58.2	10800	1324004400
15.11	12/16/2011 4:00	7.90	58.2	14400	1324008000
15.11	12/16/2011 5:00	5.30	58.2	18000	1324011600
15.11	12/16/2011 6:00	4.40	58.2	21600	1324015200
15.11	12/16/2011 7:00	3.60	58.2	25200	1324018800
15.11	12/16/2011 8:00	3.80	58.2	28800	1324022400
15.11	12/16/2011 9:00	3.90	58.2	32400	1324026000
15.11	12/16/2011 10:00	3.10	58.2	36000	1324029600
15.11	12/16/2011 11:00	2.50	58.2	39600	1324033200
15.11	12/16/2011 12:00	2.60	58.2	43200	1324036800
15.11	12/16/2011 13:00	2.60	58.2	46800	1324040400
15.11	12/16/2011 14:00	2.50	58.2	50400	1324044000
15.11	12/16/2011 15:00	2.20	58.2	54000	1324047600
15.11	12/16/2011 16:00	2.00	58.2	57600	1324051200
15.11	12/16/2011 17:00	2.00	58.2	61200	1324054800
15.11	12/16/2011 18:00	2.20	58.2	64800	1324058400
15.11	12/16/2011 19:00	2.00	58.2	68400	1324062000
15.11	12/16/2011 20:00	1.90	58.2	72000	1324065600
15.11	12/16/2011 21:00	2.00	58.2	75600	1324069200
15.11	12/16/2011 22:00	1.60	58.2	79200	1324072800
15.11	12/16/2011 23:00	1.70	58.2	82800	1324076400
15.11	12/17/2011 0:00	1.40	58.2	0	1324080000
15.11	12/17/2011 1:00	1.40	58.2	3600	1324083600
15.11	12/17/2011 2:00	0.60	58.2	7200	1324087200
15.11	12/17/2011 3:00	0.10	58.2	10800	1324090800
15.11	12/17/2011 4:00	-0.30	58.2	14400	1324094400
15.11	12/17/2011 5:00	0.00	58.2	18000	1324098000
15.11	12/17/2011 6:00	0.10	58.2	21600	1324101600
15.11	12/17/2011 7:00	0.10	58.2	25200	1324105200
15.11	12/17/2011 8:00	0.40	58.2	28800	1324108800
15.11	12/17/2011 9:00	0.90	58.2	32400	1324112400
15.11	12/17/2011 10:00	0.70	58.2	36000	1324116000
15.11	12/17/2011 11:00	0.70	58.2	39600	1324119600
15.11	12/17/2011 12:00	1.20	58.2	43200	1324123200
15.11	12/17/2011 13:00	1.50	58.2	46800	1324126800
15.11	12/17/2011 14:00	1.00	58.2	50400	1324130400
15.11	12/17/2011 15:00	0.70	58.2	54000	1324134000
15.11	12/17/2011 16:00	0.70	58.2	57600	1324137600
15.11	12/17/2011 18:00	0.10	58.2	64800	1324144800
15.11	12/17/2011 19:00	-0.10	58.2	68400	1324148400
15.11	12/17/2011 20:00	-0.80	58.2	72000	1324152000
15.11	12/17/2011 21:00	-1.30	58.2	75600	1324155600
15.11	12/17/2011 22:00	-1.90	58.2	79200	1324159200
15.11	12/17/2011 23:00	-1.30	58.2	82800	1324162800
15.11	12/18/2011 0:00	-1.90	58.2	0	1324166400
15.11	12/18/2011 1:00	-1.00	58.2	3600	1324170000
15.11	12/18/2011 2:00	-1.20	58.2	7200	1324173600
15.11	12/18/2011 3:00	-1.30	58.2	10800	1324177200
15.11	12/18/2011 4:00	-1.30	58.2	14400	1324180800
15.11	12/18/2011 5:00	-2.40	58.2	18000	1324184400
15.11	12/18/2011 6:00	-2.40	58.2	21600	1324188000
15.11	12/18/2011 7:00	-1.30	58.2	25200	1324191600
15.11	12/18/2011 8:00	-0.80	58.2	28800	1324195200
15.11	12/18/2011 9:00	0.40	58.2	32400	1324198800
15.11	12/18/2011 10:00	0.10	58.2	36000	1324202400
15.11	12/18/2011 11:00	0.60	58.2	39600	1324206000
15.11	12/18/2011 12:00	1.70	58.2	43200	1324209600
15.11	12/18/2011 13:00	0.60	58.2	46800	1324213200
15.11	12/18/2011 14:00	1.20	58.2	50400	1324216800
15.11	12/18/2011 15:00	0.60	58.2	54000	1324220400
15.11	12/18/2011 16:00	0.00	58.2	57600	1324224000
15.11	12/18/2011 17:00	-1.40	58.2	61200	1324227600
15.11	12/18/2011 18:00	-1.70	58.2	64800	1324231200
15.11	12/18/2011 19:00	-2.00	58.2	68400	1324234800
15.11	12/18/2011 20:00	-2.80	58.2	72000	1324238400
15.11	12/18/2011 21:00	-2.80	58.2	75600	1324242000
15.11	12/18/2011 22:00	-3.50	58.2	79200	1324245600
15.11	12/18/2011 23:00	-3.50	58.2	82800	1324249200
15.11	12/19/2011 0:00	-3.50	58.2	0	1324252800
15.11	12/19/2011 1:00	-4.40	58.2	3600	1324256400
15.11	12/19/2011 2:00	-4.00	58.2	7200	1324260000
15.11	12/19/2011 3:00	-4.60	58.2	10800	1324263600
15.11	12/19/2011 4:00	-3.50	58.2	14400	1324267200
