	Twet	Load	Tset
657	1.4	54.0	15.11
658	2.2	54.0	15.11
659	2.0	54.0	15.11
660	2.2	54.0	15.11
661	2.2	54.0	15.11
662	1.7	54.0	15.11
663	0.6	54.0	15.11
664	0.6	54.0	15.11
665	0.8	54.0	15.11
666	0.9	55.0	15.11
667	1.0	54.0	15.11
668	1.3	54.0	15.11
669	0.9	55.0	15.11
670	1.3	588.0	15.11
671	1.2	54.0	15.11
672	1.3	55.0	15.11
673	1.7	55.0	15.11
674	1.7	54.0	15.11
675	1.5	54.0	15.11
676	2.0	55.0	15.11
677	2.0	54.0	15.11
678	2.0	54.0	15.11
679	3.0	55.0	15.11
680	1.8	54.0	15.11
681	1.0	55.0	15.11
682	0.6	54.0	15.11
683	1.2	55.0	15.11
684	2.0	54.0	15.11
685	2.4	54.0	15.11
686	3.8	54.0	15.11
687	3.0	54.0	15.11
688	3.4	54.0	15.11
689	3.1	54.0	15.11
690	2.6	54.0	15.11
691	1.9	54.0	15.11
692	1.4	55.0	15.11
693	1.4	54.0	15.11
694	1.4	54.0	15.11
695	1.0	54.0	15.11
696	1.2	53.0	15.11
697	1.0	54.0	15.11
698	0.7	55.0	15.11
699	0.4	53.0	15.11
700	0.0	55.0	15.11
701	0.2	54.0	15.11
702	0.0	54.0	15.11
703	0.0	54.0	15.11
704	-0.1	54.0	15.11
705	-0.3	55.0	15.11
706	0.2	55.0	15.11
707	0.8	53.0	15.11
708	0.6	54.0	15.11
709	0.3	55.0	15.11
710	0.3	55.0	15.11
711	-0.3	55.0	15.11
712	-0.4	54.0	15.11
713	-0.9	54.0	15.11
714	-1.3	55.0	15.11
715	-1.8	54.0	15.11
716	-2.0	54.0	15.11
717	-2.2	54.0	15.11
718	-2.5	54.0	15.11
719	-2.5	54.0	15.11
720	-2.9	53.0	15.11
721	-2.9	54.0	15.11
722	-3.4	53.0	15.11
723	-2.9	54.0	15.11
724	-2.9	54.0	15.11
725	-3.1	54.0	15.11
726	-3.4	53.0	15.11
727	-2.0	55.0	15.11
728	-0.8	54.0	15.11
729	-0.3	53.0	15.11
730	0.2	53.0	15.11
731	0.4	54.0	16.11
732	1.0	54.0	15.11
733	0.9	54.0	15.11
734	0.7	55.0	15.11
735	0.7	54.0	15.11
736	0.7	53.0	15.11
737	0.7	54.0	15.11
738	1.3	53.0	15.11
739	1.1	54.0	15.11
740	1.2	53.0	15.11
741	1.5	54.0	15.11
742	0.9	54.0	15.11
