Twet Load Tset
9.1 418.0 15.11
11.7 423.0 15.11
10.7 414.0 15.11
10.7 395.0 15.11
11.5 632.0 15.11
9.5 399.0 15.11
10.2 415.0 15.11
10.5 818.0 15.11
11.0 588.0 15.11
11.5 577.0 15.11
11.5 559.0 15.11
12.3 586.0 15.11
12.3 625.0 15.11
12.6 644.0 16.11
13.2 640.0 16.11
13.5 679.0 17.11
14.2 396.0 16.11
14.5 760.0 18.11
15.2 753.0 18.11
15.5 778.0 19.11
15.2 599.0 18.11
15.8 1025.0 18.11
16.0 1082.0 19.11
15.8 510.0 18.11
15.8 438.0 18.11
15.3 431.0 18.11
15.3 432.0 18.11
15.1 429.0 17.11
14.6 724.0 18.11
11.7 416.0 15.11
10.7 400.0 15.11
7.9 783.0 15.11
6.7 528.0 15.11
6.5 508.0 15.11
5.7 489.0 15.11
5.6 486.0 15.11
6.1 492.0 15.11
6.5 480.0 15.11
6.8 497.0 15.11
7.1 508.0 15.11
7.4 422.0 15.11
7.3 513.0 15.11
7.1 622.0 15.11
8.8 660.0 15.11
8.8 687.0 15.11
8.4 657.0 15.11
8.3 609.0 15.11
7.6 478.0 15.11
6.8 413.0 15.11
6.4 417.0 15.11
6.2 408.0 15.11
5.4 471.0 15.11
5.0 991.0 15.11
4.9 415.0 15.11
4.1 407.0 15.11
4.1 431.0 15.11
3.7 415.0 15.11
3.5 409.0 15.11
4.2 412.0 15.11
4.0 411.0 15.11
4.5 409.0 15.11
4.2 390.0 15.11
4.7 412.0 15.11
4.7 418.0 15.11
4.9 402.0 15.11
4.8 480.0 15.11
6.0 409.0 15.11
6.4 417.0 15.11
6.7 409.0 15.11
6.4 411.0 15.11
6.8 409.0 15.11
6.8 409.0 15.11
7.1 409.0 15.11
6.8 413.0 15.11
7.1 411.0 15.11
7.8 410.0 15.11
7.5 420.0 15.11
7.3 406.0 15.11
7.8 406.0 15.11
8.3 406.0 15.11
7.8 405.0 15.11
7.8 35.0 15.11
7.2 35.0 15.11
7.2 34.0 15.11
8.1 35.0 15.11
8.4 34.0 15.11
8.9 374.0 15.11
9.5 391.0 15.11
9.3 408.0 15.11
10.3 402.0 15.11
10.2 414.0 15.11
11.3 440.0 15.11
11.7 417.0 15.11
11.7 434.0 15.11
11.1 440.0 15.11
11.2 427.0 15.11
10.8 429.0 15.11
11.5 426.0 15.11
10.1 438.0 15.11
