Date	Twet	Load	Hour(s)	TimeStamp(s)
2013-02-15 02:00:00	0.0	591.7	7200	1360893600
2013-02-15 03:00:00	1.0	582.0000000000001	10800	1360897200
2013-02-15 04:00:00	-0.9	591.7	14400	1360900800
2013-02-15 05:00:00	0.0	562.6	18000	1360904400
2013-02-15 06:00:00	0.0	572.3000000000002	21600	1360908000
2013-02-15 07:00:00	1.3	572.3000000000002	25200	1360911600
2013-02-15 08:00:00	2.9	582.0000000000001	28800	1360915200
2013-02-15 09:00:00	4.7	858.4499999999998	32400	1360918800
2013-02-15 10:00:00	6.2	887.55	36000	1360922400
2013-02-15 11:00:00	6.9	902.1	39600	1360926000
2013-02-15 12:00:00	7.0	902.1	43200	1360929600
2013-02-15 13:00:00	6.9	902.1	46800	1360933200
2013-02-15 14:00:00	6.8	902.1	50400	1360936800
2013-02-15 15:00:00	7.8	916.65	54000	1360940400
2013-02-15 16:00:00	6.9	916.65	57600	1360944000
2013-02-15 17:00:00	6.6	829.3500000000001	61200	1360947600
2013-02-15 18:00:00	4.7	829.3500000000001	64800	1360951200
2013-02-15 19:00:00	4.1	858.4499999999998	68400	1360954800
2013-02-15 20:00:00	3.0	843.9000000000002	72000	1360958400
2013-02-15 21:00:00	2.6	843.9000000000002	75600	1360962000
2013-02-15 22:00:00	1.7	843.9000000000002	79200	1360965600
2013-02-15 23:00:00	1.9	843.9000000000002	82800	1360969200
2013-02-16 00:00:00	2.3	843.9000000000002	0	1360972800
2013-02-16 01:00:00	1.9	829.3500000000001	3600	1360976400
2013-02-16 02:00:00	1.4	916.65	7200	1360980000
2013-02-16 03:00:00	1.4	887.55	10800	1360983600
2013-02-16 04:00:00	1.4	858.4499999999998	14400	1360987200
2013-02-16 05:00:00	1.4	829.3500000000001	18000	1360990800
2013-02-16 06:00:00	1.6	873.0	21600	1360994400
2013-02-16 07:00:00	1.4	887.55	25200	1360998000
2013-02-16 08:00:00	1.5	902.1	28800	1361001600
2013-02-16 09:00:00	1.5	591.7	32400	1361005200
2013-02-16 10:00:00	1.3	679.0000000000001	36000	1361008800
2013-02-16 11:00:00	1.4	737.2	39600	1361012400
2013-02-16 12:00:00	1.0	727.5	43200	1361016000
2013-02-16 13:00:00	0.5	824.5000000000001	46800	1361019600
2013-02-16 14:00:00	0.3	814.8000000000002	50400	1361023200
2013-02-16 15:00:00	0.1	776.0	54000	1361026800
2013-02-16 16:00:00	-0.2	805.1	57600	1361030400
2013-02-16 17:00:00	-0.7	776.0	61200	1361034000
2013-02-16 18:00:00	-0.5	708.0999999999998	64800	1361037600
2013-02-16 19:00:00	-0.9	679.0000000000001	68400	1361041200
2013-02-16 20:00:00	-1.0	591.7	72000	1361044800
2013-02-16 21:00:00	-2.2	649.9000000000002	75600	1361048400
2013-02-16 22:00:00	-2.3	630.5	79200	1361052000
2013-02-16 23:00:00	-3.1	611.1	82800	1361055600
2013-02-17 00:00:00	-3.2	591.7	0	1361059200
2013-02-17 01:00:00	-3.5	562.6	3600	1361062800
2013-02-17 02:00:00	-3.9	582.0000000000001	7200	1361066400
2013-02-17 03:00:00	-4.3	572.3000000000002	10800	1361070000
2013-02-17 04:00:00	-4.6	572.3000000000002	14400	1361073600
2013-02-17 05:00:00	-5.1	572.3000000000002	18000	1361077200
2013-02-17 06:00:00	-5.8	582.0000000000001	21600	1361080800
2013-02-17 07:00:00	-5.7	572.3000000000002	25200	1361084400
2013-02-17 08:00:00	-5.2	620.8000000000002	28800	1361088000
2013-02-17 09:00:00	-4.8	843.9000000000002	32400	1361091600
2013-02-17 10:00:00	-4.1	916.65	36000	1361095200
2013-02-17 11:00:00	-4.8	931.2	39600	1361098800
2013-02-17 12:00:00	-4.0	873.0	43200	1361102400
2013-02-17 13:00:00	-4.6	945.75	46800	1361106000
2013-02-17 14:00:00	-3.6	931.2	50400	1361109600
2013-02-17 15:00:00	-4.3	945.75	54000	1361113200
2013-02-17 16:00:00	-4.5	945.75	57600	1361116800
2013-02-17 17:00:00	-5.2	902.1	61200	1361120400
2013-02-17 18:00:00	-6.0	916.65	64800	1361124000
2013-02-17 19:00:00	-5.9	931.2	68400	1361127600
2013-02-17 21:00:00	-6.5	902.1	75600	1361134800
2013-02-17 22:00:00	-7.0	902.1	79200	1361138400
2013-02-17 23:00:00	-7.1	887.55	82800	1361142000
2013-02-18 00:00:00	-7.5	873.0	0	1361145600
2013-02-18 01:00:00	-7.5	843.9000000000002	3600	1361149200
2013-02-18 02:00:00	-8.2	843.9000000000002	7200	1361152800
2013-02-18 03:00:00	-8.2	873.0	10800	1361156400
2013-02-18 04:00:00	-8.6	873.0	14400	1361160000
2013-02-18 05:00:00	-8.7	858.4499999999998	18000	1361163600
2013-02-18 06:00:00	-8.5	858.4499999999998	21600	1361167200
2013-02-18 07:00:00	-7.4	945.75	25200	1361170800
2013-02-18 08:00:00	-6.6	902.1	28800	1361174400
2013-02-18 09:00:00	-5.9	601.4	32400	1361178000
2013-02-18 10:00:00	-4.3	688.7	36000	1361181600
2013-02-18 11:00:00	-4.0	746.9	39600	1361185200
2013-02-18 12:00:00	-3.2	785.7	43200	1361188800
2013-02-18 13:00:00	-2.2	853.6	46800	1361192400
2013-02-18 14:00:00	-1.5	863.3000000000002	50400	1361196000
2013-02-18 15:00:00	-1.3	873.0	54000	1361199600
2013-02-18 16:00:00	-1.3	853.6	57600	1361203200
2013-02-18 17:00:00	-2.1	834.2	61200	1361206800
2013-02-18 18:00:00	-3.1	766.3000000000002	64800	1361210400
2013-02-18 19:00:00	-2.8	737.2	68400	1361214000
2013-02-18 20:00:00	-2.9	601.4	72000	1361217600
2013-02-18 21:00:00	-2.0	708.0999999999998	75600	1361221200
2013-02-18 22:00:00	-2.9	698.4000000000002	79200	1361224800
2013-02-18 23:00:00	-2.4	708.0999999999998	82800	1361228400
2013-02-19 00:00:00	-3.3	717.8000000000002	0	1361232000
2013-02-19 01:00:00	-3.6	591.7	3600	1361235600
2013-02-19 02:00:00	-4.0	601.4	7200	1361239200
2013-02-19 03:00:00	-3.4	591.7	10800	1361242800
2013-02-19 04:00:00	-1.7	582.0000000000001	14400	1361246400
2013-02-19 05:00:00	-0.8	582.0000000000001	18000	1361250000
2013-02-19 06:00:00	0.1	591.7	21600	1361253600
2013-02-19 07:00:00	0.1	911.8	25200	1361257200
2013-02-19 08:00:00	1.3	620.8000000000002	28800	1361260800
2013-02-19 09:00:00	2.1	858.4499999999998	32400	1361264400
2013-02-19 10:00:00	2.9	2284.35	36000	1361268000
2013-02-19 11:00:00	2.9	2400.75	39600	1361271600
2013-02-19 12:00:00	3.7	2371.65	43200	1361275200
