	Twet	Load	Tset
615	3.7	817.0	15.11
616	3.4	433.0	15.11
617	3.4	404.0	15.11
618	3.7	406.0	15.11
619	3.7	406.0	15.11
620	3.4	405.0	15.11
621	3.6	53.0	15.11
622	4.3	53.0	15.11
623	4.1	53.0	15.11
624	3.4	53.0	15.11
625	3.9	53.0	15.11
626	4.1	53.0	15.11
627	4.4	54.0	15.11
628	4.4	55.0	15.11
629	5.4	53.0	15.11
630	6.0	768.0	15.11
631	8.0	570.0	15.11
632	9.6	608.0	15.11
633	11.0	53.0	15.11
634	12.2	738.0	15.11
635	13.6	828.0	16.11
636	13.8	864.0	16.11
637	14.8	831.0	17.11
638	15.4	839.0	18.11
639	16.2	857.0	18.11
640	15.7	554.0	18.11
641	15.9	457.0	18.11
642	15.2	451.0	18.11
643	14.7	451.0	17.11
644	14.6	439.0	17.11
645	14.5	689.0	17.11
646	14.4	476.0	17.11
647	11.4	451.0	15.11
648	10.6	645.0	15.11
649	9.5	625.0	15.11
650	10.0	652.0	15.11
651	9.7	614.0	15.11
652	9.3	610.0	15.11
653	8.8	602.0	15.11
654	9.5	634.0	15.11
655	9.1	650.0	15.11
656	9.1	655.0	15.11
657	9.6	441.0	15.11
658	8.6	708.0	15.11
659	9.8	709.0	15.11
660	10.1	731.0	15.11
661	9.7	722.0	15.11
662	9.7	683.0	15.11
663	9.2	680.0	15.11
664	8.3	498.0	15.11
665	7.6	435.0	15.11
666	7.2	438.0	15.11
667	6.5	432.0	15.11
668	6.7	430.0	15.11
669	5.9	657.0	15.11
670	5.6	426.0	15.11
671	5.3	431.0	15.11
672	4.6	498.0	15.11
673	4.2	531.0	15.11
674	4.1	54.0	15.11
675	3.6	54.0	15.11
676	3.6	53.0	15.11
677	4.3	55.0	15.11
678	4.4	54.0	15.11
679	5.2	54.0	15.11
680	5.3	403.0	15.11
681	5.8	434.0	15.11
682	6.4	555.0	15.11
683	7.0	586.0	15.11
684	7.8	843.0	15.11
685	7.7	506.0	15.11
686	7.7	917.0	15.11
687	7.5	504.0	15.11
688	7.7	442.0	15.11
689	7.4	406.0	15.11
690	7.1	417.0	15.11
691	7.1	405.0	15.11
692	6.8	406.0	15.11
693	8.3	534.0	15.11
694	9.1	406.0	15.11
695	9.7	405.0	15.11
696	9.7	414.0	15.11
697	9.9	433.0	15.11
698	9.1	414.0	15.11
699	8.3	425.0	15.11
700	8.3	416.0	15.11
701	8.3	417.0	15.11
702	8.9	415.0	15.11
703	9.1	419.0	15.11
704	10.4	406.0	15.11
705	11.7	405.0	15.11
706	13.5	442.0	16.11
707	12.5	445.0	15.11
708	12.7	451.0	15.11
709	12.5	447.0	15.11
710	11.7	436.0	15.11
711	10.4	417.0	15.11
712	9.1	419.0	15.11
713	8.6	417.0	15.11
714	8.1	416.0	15.11
715	7.6	408.0	15.11
716	7.3	405.0	15.11
717	7.3	424.0	15.11
718	7.0	411.0	15.11
