Tset	Date	Twet	Load	Hour(s)	 TimeStamp(s)
15.11	4/10/2011 8:00	9.7	58.2	28800	1302422400
15.11	4/10/2011 9:00	9.9	58.2	32400	1302426000
15.11	4/10/2011 10:00	10.2	58.2	36000	1302429600
15.11	4/10/2011 11:00	11	58.2	39600	1302433200
15.11	4/10/2011 12:00	11.8	58.2	43200	1302436800
15.11	4/10/2011 13:00	13	58.2	46800	1302440400
15.11	4/10/2011 14:00	13.5	58.2	50400	1302444000
15.11	4/10/2011 15:00	13.3	58.2	54000	1302447600
15.11	4/10/2011 16:00	13	58.2	57600	1302451200
15.11	4/10/2011 17:00	12.8	58.2	61200	1302454800
15.11	4/10/2011 18:00	12.3	58.2	64800	1302458400
15.11	4/10/2011 19:00	12.1	58.2	68400	1302462000
15.11	4/10/2011 20:00	11.3	58.2	72000	1302465600
15.11	4/10/2011 21:00	11	58.2	75600	1302469200
15.11	4/10/2011 22:00	10.2	58.2	79200	1302472800
15.11	4/10/2011 23:00	11	58.2	82800	1302476400
15.11	4/11/2011 0:00	12.4	58.2	0	1302480000
15.11	4/11/2011 1:00	12.9	58.2	3600	1302483600
16.11	4/11/2011 2:00	13.8	58.2	7200	1302487200
16.11	4/11/2011 3:00	13.8	58.2	10800	1302490800
16.11	4/11/2011 4:00	13.8	58.2	14400	1302494400
16.11	4/11/2011 5:00	14.1	58.2	18000	1302498000
17.11	4/11/2011 6:00	15.1	58.2	21600	1302501600
18.11	4/11/2011 7:00	15.9	58.2	25200	1302505200
19.11	4/11/2011 8:00	16.8	58.2	28800	1302508800
19.11	4/11/2011 9:00	17.5	58.2	32400	1302512400
21.11	4/11/2011 10:00	18.8	58.2	36000	1302516000
21.11	4/11/2011 11:00	19.4	58.2	39600	1302519600
21.11	4/11/2011 12:00	19.5	58.2	43200	1302523200
22.11	4/11/2011 13:00	19.9	960.3	46800	1302526800
23.11	4/11/2011 14:00	20.5	426.8	50400	1302530400
22.11	4/11/2011 15:00	20.3	436.5	54000	1302534000
22.11	4/11/2011 16:00	20.2	446.2	57600	1302537600
23.11	4/11/2011 17:00	20.3	455.9	61200	1302541200
22.11	4/11/2011 18:00	20	446.2	64800	1302544800
22.11	4/11/2011 19:00	19.9	58.2	68400	1302548400
21.11	4/11/2011 20:00	19.4	397.7	72000	1302552000
19.11	4/11/2011 21:00	17.2	58.2	75600	1302555600
19.11	4/11/2011 22:00	16.3	494.7	79200	1302559200
17.11	4/11/2011 23:00	15.7	58.2	82800	1302562800
17.11	4/12/2011 0:00	15.3	58.2	0	1302566400
17.11	4/12/2011 1:00	15.1	446.2	3600	1302570000
17.11	4/12/2011 2:00	15.1	58.2	7200	1302573600
17.11	4/12/2011 3:00	14.9	58.2	10800	1302577200
17.11	4/12/2011 4:00	14.7	58.2	14400	1302580800
17.11	4/12/2011 5:00	14.7	58.2	18000	1302584400
16.11	4/12/2011 6:00	14.5	58.2	21600	1302588000
15.11	4/12/2011 7:00	13.6	58.2	25200	1302591600
15.11	4/12/2011 8:00	12.4	58.2	28800	1302595200
15.11	4/12/2011 9:00	12.9	58.2	32400	1302598800
17.11	4/12/2011 10:00	14	1076.7	36000	1302602400
17.11	4/12/2011 11:00	14.7	858.45	39600	1302606000
16.11	4/12/2011 12:00	13.3	858.45	43200	1302609600
16.11	4/12/2011 13:00	13.4	858.45	46800	1302613200
15.11	4/12/2011 14:00	13.2	58.2	50400	1302616800
15.11	4/12/2011 15:00	12.6	58.2	54000	1302620400
15.11	4/12/2011 16:00	11.5	1149.45	57600	1302624000
15.11	4/12/2011 17:00	11.3	800.25	61200	1302627600
15.11	4/12/2011 18:00	11	814.8	64800	1302631200
15.11	4/12/2011 19:00	10.2	58.2	68400	1302634800
